"Recipient Type","Recipient Name","Nit o Identificacion","Workplace","Specialty","Categoria de la Transferencia","Date of Provision","Place","Purpose","Details","Amount (COP)"
"HCP","Dr. Luciana Ochoa","CC-1818160205","Hospital General de Medellín","Anestesiología","VIAJES","2026-01-26","Medellín","Gastos de viáticos internacionales","Factura CO-20260126-880",3307694
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-807637365-2","","","HONORARIOS","2026-02-06","Medellín","Servicios de consultoría médica especializada","Factura CO-20260206-881",221767
"HCP","Dr. Felipe Gaviria","CC-1269156305","Fundación Cardioinfantil (Bogotá)","Cardiología","VIAJES","2026-05-12","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260512-882",738103
"HCP","Dr. Nicolas Alvarez","CC-1176027074","Hospital Pablo Tobón Uribe (Medellín)","Oncología","VIAJES","2026-02-22","Medellín","Gastos de viáticos internacionales","Factura CO-20260222-883",2109110
"HCP","Dr. Mateo Moreno","CE-467611","Hospital Universitario San Ignacio (Bogotá)","Radiología","VIAJES","2026-03-31","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260331-884",1809194
"HCP","Dr. Mateo Munoz","CC-1241003663","Clínica Portoazul (Barranquilla)","Oncología","HONORARIOS","2026-03-12","Barranquilla","Asesoría científica en junta médica","Factura CO-20260312-885",3206174
"HCP","Dr. Valeria Ortiz","CE-964296","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","VIAJES","2026-03-31","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260331-886",3526305
"HCP","Dr. Mariana Perez","CC-1737149445","Hospital General de Medellín","Radiología","DONACIONES","2026-04-19","Medellín","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260419-887",21296076
"HCP","Dr. Nicolas Bermudez","CC-1589140145","Clínica Foscal (Bucaramanga)","Dermatología","REUNIONES","2026-04-13","Bucaramanga","Participación en mesa redonda de oncología","Factura CO-20260413-888",556752
"HCP","Dr. Natalia Sanchez","CC-1022281422","Clínica Foscal (Bucaramanga)","Anestesiología","HONORARIOS","2026-02-25","Bucaramanga","Docencia en conferencia regional de salud","Factura CO-20260225-889",2484885
"HCP","Dr. Mauricio Gutierrez","CC-1293914869","Hospital Universitario San Ignacio (Bogotá)","Medicina Interna","HONORARIOS","2026-04-13","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260413-890",3936839
"HCP","Dr. Juan Vargas","CC-1710733301","Fundación Santa Fe de Bogotá","Ginecología","VIAJES","2026-02-10","Bogotá","Gastos de viáticos internacionales","Factura CO-20260210-891",1243806
"HCP","Dr. Andres Montoya","CC-1408864539","Fundación Santa Fe de Bogotá","Dermatología","VIAJES","2026-04-10","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260410-892",359626
"INSTITUTION","Hospital General de Medellín","NIT-994391313-1","","","VIAJES","2026-03-28","Villavicencio","Gastos de viáticos internacionales","Factura CO-20260328-893",503212
"HCP","Dr. Salome Echeverri","CC-1629531894","Clínica Valle del Lili (Cali)","Medicina Interna","HONORARIOS","2026-04-29","Cali","Contrato de advisory board farmacéutico","Factura CO-20260429-894",1183538
"HCP","Dr. Daniela Rojas","CC-1133264421","Fundación Santa Fe de Bogotá","Radiología","VIAJES","2026-04-06","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260406-895",2203628
"HCP","Dr. Natalia Echeverri","CC-1804498406","Hospital Pablo Tobón Uribe (Medellín)","Neurología","HONORARIOS","2026-02-16","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260216-896",3262613
"HCP","Dr. Isabella Uribe","CE-330869","Clínica Portoazul (Barranquilla)","Pediatría","VIAJES","2026-04-21","Barranquilla","Gastos de traslado aéreo a congreso médico","Factura CO-20260421-897",837221
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-354063879-9","","","HONORARIOS","2026-04-17","Cali","Servicios de consultoría médica especializada","Factura CO-20260417-898",681307
"HCP","Dr. Nicolas Martinez","CE-438729","Clínica Imbanaco (Cali)","Pediatría","REUNIONES","2026-03-02","Cali","Participación en mesa redonda de oncología","Factura CO-20260302-899",221479
"HCP","Dr. Daniela Montoya","CC-1344661570","Hospital Pablo Tobón Uribe (Medellín)","Cirugía General","VIAJES","2026-03-11","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260311-900",3421974
"HCP","Dr. Santiago Alvarez","CC-1538903509","Clínica Imbanaco (Cali)","Anestesiología","VIAJES","2026-04-19","Cali","Alojamiento en hotel para convención científica","Factura CO-20260419-901",705008
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-454170353-1","","","HONORARIOS","2026-04-18","Cali","Docencia en conferencia regional de salud","Factura CO-20260418-902",1056708
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-770790951-8","","","HONORARIOS","2026-03-17","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260317-903",1292891
"HCP","Dr. Jorge Ruiz","CC-1224527631","Hospital Departamental de Villavicencio","Ginecología","HONORARIOS","2026-02-16","Villavicencio","Contrato de advisory board farmacéutico","Factura CO-20260216-904",1099866
"HCP","Dr. Felipe Hernandez","CE-327262","Clínica Imbanaco (Cali)","Medicina Interna","REUNIONES","2026-02-19","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260219-905",661900
"HCP","Dr. Luis Velasquez","CC-1818344081","Clínica Foscal (Bucaramanga)","Pediatría","DONACIONES","2026-03-31","Bucaramanga","Beca de estudio científico institucional","Factura CO-20260331-906",2439262
"HCP","Dr. Daniel Ochoa","CC-1773941850","Clínica Imbanaco (Cali)","Anestesiología","VIAJES","2026-03-26","Cali","Alojamiento en hotel para convención científica","Factura CO-20260326-907",1048434
"HCP","Dr. Gustavo Ortiz","CC-1297525618","Hospital Universitario San Ignacio (Bogotá)","Cardiología","HONORARIOS","2026-03-01","Bogotá","Asesoría científica en junta médica","Factura CO-20260301-908",286187
"HCP","Dr. Nicolas Ochoa","CC-1879163124","Clínica Foscal (Bucaramanga)","Neurología","HONORARIOS","2026-04-23","Bucaramanga","Docencia en conferencia regional de salud","Factura CO-20260423-909",3538648
"HCP","Dr. Carlos Gaviria","CC-1162342937","Clínica Portoazul (Barranquilla)","Pediatría","VIAJES","2026-03-01","Barranquilla","Alojamiento en hotel para convención científica","Factura CO-20260301-910",980439
"HCP","Dr. Santiago Ochoa","CC-1435175647","Hospital General de Medellín","Oncología","HONORARIOS","2026-04-26","Medellín","Servicios de consultoría médica especializada","Factura CO-20260426-911",1219702
"HCP","Dr. Natalia Ruiz","CC-1765750753","Hospital Pablo Tobón Uribe (Medellín)","Dermatología","HONORARIOS","2026-02-12","Medellín","Docencia en conferencia regional de salud","Factura CO-20260212-912",354091
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-808212326-9","","","DONACIONES","2026-02-17","Bucaramanga","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260217-913",1790316
"HCP","Dr. Claudia Echeverri","CC-1122730554","Clínica Portoazul (Barranquilla)","Cardiología","DONACIONES","2026-04-11","Barranquilla","Beca de estudio científico institucional","Factura CO-20260411-914",1988900
"HCP","Dr. Juan Sanchez","CC-1025231331","Clínica Imbanaco (Cali)","Anestesiología","HONORARIOS","2026-04-20","Cali","Contrato de advisory board farmacéutico","Factura CO-20260420-915",764455
"HCP","Dr. Sebastian Uribe","CC-1685400678","Hospital General de Medellín","Radiología","VIAJES","2026-03-03","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260303-916",1262906
"HCP","Dr. Sebastian Rodriguez","CC-1325394325","Hospital Universitario San Ignacio (Bogotá)","Anestesiología","DONACIONES","2026-04-22","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260422-917",9872177
"HCP","Dr. Carolina Echeverri","CE-484234","Hospital General de Medellín","Oncología","DONACIONES","2026-04-17","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260417-918",4763033
"HCP","Dr. Mateo Bermudez","CC-1831978605","Clínica Valle del Lili (Cali)","Medicina Interna","VIAJES","2026-03-25","Cali","Alojamiento en hotel para convención científica","Factura CO-20260325-919",2354809
"HCP","Dr. Valeria Gonzalez","CE-684757","Hospital General de Medellín","Cirugía General","HONORARIOS","2026-03-20","Medellín","Docencia en conferencia regional de salud","Factura CO-20260320-920",225146
"HCP","Dr. Claudia Gaviria","CC-1427512858","Clínica Foscal (Bucaramanga)","Oncología","HONORARIOS","2026-03-27","Bucaramanga","Servicios de consultoría médica especializada","Factura CO-20260327-921",871912
"HCP","Dr. Carlos Romero","CE-237707","Hospital Departamental de Villavicencio","Medicina Interna","VIAJES","2026-02-21","Villavicencio","Gastos de traslado aéreo a congreso médico","Factura CO-20260221-922",1604763
"HCP","Dr. Mariana Vargas","CC-1091652310","Clínica Imbanaco (Cali)","Pediatría","DONACIONES","2026-04-30","Cali","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260430-923",22942300
"HCP","Dr. Ricardo Vargas","CC-1372965740","Hospital Pablo Tobón Uribe (Medellín)","Medicina Interna","REUNIONES","2026-01-29","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260129-924",791920
"HCP","Dr. Nicolas Hernandez","CC-1740508625","Hospital Departamental de Villavicencio","Medicina Interna","DONACIONES","2026-03-21","Villavicencio","Donación de equipo ecográfico portátil","Factura CO-20260321-925",1009741
"HCP","Dr. Patricia Castro","CC-1464259807","Clínica Imbanaco (Cali)","Oncología","DONACIONES","2026-03-17","Cali","Beca de estudio científico institucional","Factura CO-20260317-926",22689630
"HCP","Dr. Carolina Lopez","CC-1015897388","Hospital Pablo Tobón Uribe (Medellín)","Anestesiología","VIAJES","2026-03-15","Medellín","Gastos de viáticos internacionales","Factura CO-20260315-927",460144
"HCP","Dr. Mauricio Salazar","CC-1903990239","Hospital General de Medellín","Cardiología","DONACIONES","2026-05-23","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260523-928",1349643
"HCP","Dr. Gustavo Vargas","CE-337485","Fundación Santa Fe de Bogotá","Cardiología","DONACIONES","2026-02-12","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260212-929",4961854
"HCP","Dr. Diana Uribe","CC-1275638413","Hospital Pablo Tobón Uribe (Medellín)","Radiología","VIAJES","2026-04-20","Medellín","Gastos de viáticos internacionales","Factura CO-20260420-930",917027
"HCP","Dr. Gabriela Jimenez","CE-321528","Fundación Santa Fe de Bogotá","Neurología","VIAJES","2026-05-22","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260522-931",1971017
"HCP","Dr. Mariana Velasquez","CC-1235097293","Hospital General de Medellín","Cardiología","VIAJES","2026-04-03","Medellín","Gastos de viáticos internacionales","Factura CO-20260403-932",1698768
"HCP","Dr. Mariana Gaviria","CC-1705777132","Hospital Departamental de Villavicencio","Cardiología","REUNIONES","2026-05-22","Villavicencio","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260522-933",691544
"HCP","Dr. Mateo Torres","CC-1845166192","Hospital Pablo Tobón Uribe (Medellín)","Dermatología","DONACIONES","2026-04-13","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260413-934",8622950
"HCP","Dr. Alvaro Echeverri","CC-1223291451","Clínica Valle del Lili (Cali)","Cirugía General","HONORARIOS","2026-02-16","Cali","Docencia en conferencia regional de salud","Factura CO-20260216-935",2112998
"HCP","Dr. Sofia Velasquez","CC-1294433210","Clínica Valle del Lili (Cali)","Radiología","REUNIONES","2026-05-07","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260507-936",347231
"HCP","Dr. Mariana Alvarez","CC-1570971950","Hospital Pablo Tobón Uribe (Medellín)","Radiología","VIAJES","2026-05-16","Medellín","Gastos de viáticos internacionales","Factura CO-20260516-937",1243145
"HCP","Dr. Sebastian Gutierrez","CE-841477","Clínica Portoazul (Barranquilla)","Radiología","REUNIONES","2026-01-30","Barranquilla","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260130-938",667158
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-432988272-1","","","DONACIONES","2026-04-03","Villavicencio","Beca de estudio científico institucional","Factura CO-20260403-939",13380220
"HCP","Dr. Nicolas Salazar","CC-1340185713","Fundación Cardioinfantil (Bogotá)","Neurología","REUNIONES","2026-05-03","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260503-940",93209
"HCP","Dr. Alvaro Uribe","CC-1617284767","Hospital General de Medellín","Medicina Interna","VIAJES","2026-04-14","Medellín","Gastos de viáticos internacionales","Factura CO-20260414-941",1207010
"HCP","Dr. Carlos Uribe","CC-1888472882","Clínica Foscal (Bucaramanga)","Neurología","DONACIONES","2026-04-17","Bucaramanga","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260417-942",13948527
"HCP","Dr. Isabella Diaz","CC-1497351500","Clínica Imbanaco (Cali)","Cirugía General","REUNIONES","2026-02-20","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260220-943",329820
"HCP","Dr. Jorge Salazar","CC-1195445781","Hospital General de Medellín","Medicina Interna","VIAJES","2026-04-05","Medellín","Gastos de viáticos internacionales","Factura CO-20260405-944",774447
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-425556220-6","","","VIAJES","2026-01-31","Barranquilla","Gastos de traslado aéreo a congreso médico","Factura CO-20260131-945",3225165
"INSTITUTION","Fundación Santa Fe de Bogotá","NIT-609930585-2","","","HONORARIOS","2026-03-21","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260321-946",4151781
"HCP","Dr. Alejandro Velasquez","CC-1739635893","Clínica Valle del Lili (Cali)","Dermatología","HONORARIOS","2026-02-20","Cali","Docencia en conferencia regional de salud","Factura CO-20260220-947",887499
"HCP","Dr. Jorge Sanchez","CC-1460832064","Clínica Valle del Lili (Cali)","Ginecología","VIAJES","2026-02-21","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260221-948",2005748
"HCP","Dr. Luis Rojas","CC-1145153826","Hospital General de Medellín","Dermatología","HONORARIOS","2026-05-12","Medellín","Docencia en conferencia regional de salud","Factura CO-20260512-949",324851
"HCP","Dr. Camila Hernandez","CC-1182961313","Hospital Pablo Tobón Uribe (Medellín)","Dermatología","REUNIONES","2026-02-13","Medellín","Participación en mesa redonda de oncología","Factura CO-20260213-950",323815
"HCP","Dr. Luciana Diaz","CC-1389790942","Fundación Santa Fe de Bogotá","Cirugía General","VIAJES","2026-03-03","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260303-951",3999588
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-557764114-8","","","DONACIONES","2026-04-20","Bogotá","Beca de estudio científico institucional","Factura CO-20260420-952",11933725
"HCP","Dr. Daniel Echeverri","CC-1259424540","Clínica Imbanaco (Cali)","Medicina Interna","HONORARIOS","2026-05-18","Cali","Contrato de advisory board farmacéutico","Factura CO-20260518-953",4023444
"HCP","Dr. Daniel Romero","CC-1271361135","Hospital Universitario San Ignacio (Bogotá)","Oncología","REUNIONES","2026-04-01","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260401-954",403477
"HCP","Dr. Valeria Gomez","CE-285530","Clínica Valle del Lili (Cali)","Dermatología","VIAJES","2026-04-07","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260407-955",2496593
"HCP","Dr. Daniela Rojas","CE-313493","Hospital Pablo Tobón Uribe (Medellín)","Anestesiología","REUNIONES","2026-03-31","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260331-956",73941
"HCP","Dr. Patricia Vargas","CC-1172326449","Clínica Portoazul (Barranquilla)","Anestesiología","DONACIONES","2026-02-20","Barranquilla","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260220-957",17844597
