"Recipient Type","Recipient Name","Codice Fiscale","Struttura","Specializzazione","Tipologia","Data","Place","Oggetto","Dettagli","Amount"
"HCP","Dr. Lorenzo Fontana","FNTLRN74E14F205H","Ospedale Careggi (Firenze)","Ginecologia","DONAZIONI","2026-03-26","Bologna","Supporto liberale borse di studio","Fattura IT-20260326-897",2255
"INSTITUTION","Ospedale San Martino (Genova)","PI560104149","","","PRESENTATION","2026-03-14","Napoli","Briefing scientifico aziendale","Fattura IT-20260314-898",512
"HCP","Dr. Chiara De Luca","DLCCHR82M02F205H","Ospedale San Raffaele (Milano)","Ginecologia","CONFERENCE_SUPPORT","2026-05-17","Firenze","Rimborso spese viaggio e alloggio","Fattura IT-20260517-899",513
"HCP","Dr. Leonardo Vinci","VNCLNR76L20F205H","Ospedale Cardarelli (Napoli)","Medicina Interna","PRESENTATION","2026-02-16","Bari","Briefing scientifico aziendale","Fattura IT-20260216-900",201
"HCP","Dr. Francesca Bianchi","BNCFRN77S02F205H","Ospedale Niguarda (Milano)","Radiologia","CONSULTANCY","2026-03-22","Milano","Consulenza tecnica di prodotto","Fattura IT-20260322-901",480
"HCP","Dr. Greta Conti","CNTGRT85L04F205H","Ospedale Careggi (Firenze)","Radiologia","PRESENTATION","2026-04-17","Bologna","Briefing scientifico aziendale","Fattura IT-20260417-902",449
"HCP","Dr. Pietro Russo","RSSPTR79R03F205H","Ospedale San Martino (Genova)","Ginecologia","CONVENZIONI","2026-04-23","Palermo","Supporto alla ricerca clinica","Fattura IT-20260423-903",589
"HCP","Dr. Luca Giordano","GRDLCL60E08F205H","Ospedale Careggi (Firenze)","Medicina Interna","DONAZIONI","2026-05-12","Bologna","Erogazione per attrezzature di reparto","Fattura IT-20260512-904",958
"HCP","Dr. Antonio Pellegrini","PLLNTN51E24F205H","Ospedale Niguarda (Milano)","Oncologia","CONSULTANCY","2026-02-19","Milano","Consulenza tecnica di prodotto","Fattura IT-20260219-905",427
"HCP","Dr. Matteo Bianchi","BNCMTT76C28F205H","Ospedale Careggi (Firenze)","Cardiologia","CONVENZIONI","2026-05-09","Bologna","Accordo di consulenza scientifica","Fattura IT-20260509-906",626
"HCP","Dr. Valeria Barbier","BRBVLR66T20F205H","Ospedale Careggi (Firenze)","Anestesiologia","DONAZIONI","2026-02-27","Bologna","Supporto liberale borse di studio","Fattura IT-20260227-907",1067
"INSTITUTION","Ospedale Careggi (Firenze)","PI472923948","","","DONAZIONI","2026-05-16","Milano","Donazione apparecchio ecografico","Fattura IT-20260516-908",570
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI234190663","","","DONAZIONI","2026-01-19","Roma","Donazione materiale didattico","Fattura IT-20260119-909",5910
"HCP","Dr. Lorenzo Santoro","SNTLRN50L19F205H","Ospedale Molinette (Torino)","Anestesiologia","DONAZIONI","2026-04-21","Padova","Erogazione per attrezzature di reparto","Fattura IT-20260421-910",618
"HCP","Dr. Lorenzo Rizzo","RZZLRN53C13F205H","Ospedale Molinette (Torino)","Pediatria","CONSULTANCY","2026-05-04","Padova","Consulenza tecnica di prodotto","Fattura IT-20260504-911",775
"HCP","Dr. Alessandro Colombo","CLMLSS61D11F205H","Ospedale San Martino (Genova)","Dermatologia","CONSULTANCY","2026-04-05","Palermo","Consulenza tecnica di prodotto","Fattura IT-20260405-912",203
"HCP","Dr. Emma Fontana","FNTMMM77H02F205H","Ospedale Cardarelli (Napoli)","Dermatologia","CONVENZIONI","2026-04-12","Bari","Incarico di docenza per seminario","Fattura IT-20260412-913",239
"HCP","Dr. Riccardo Colombo","CLMRCC74P11F205H","Ospedale Cardarelli (Napoli)","Neurologia","DONAZIONI","2026-01-22","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260122-914",1609
"HCP","Dr. Mattia Bruno","BRNMTT66A09F205H","Ospedale Molinette (Torino)","Dermatologia","CONSULTANCY","2026-01-17","Padova","Relazione scientifica convegno","Fattura IT-20260117-915",594
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI815289818","","","CONFERENCE_SUPPORT","2026-01-07","Palermo","Rimborso spese viaggio e alloggio","Fattura IT-20260107-916",610
"HCP","Dr. Emma Ferrari","FRRMMM76C15F205H","Policlinico di Bari","Neurologia","CONFERENCE_SUPPORT","2026-03-19","Torino","Rimborso spese viaggio e alloggio","Fattura IT-20260319-917",703
"HCP","Dr. Alessandro Bianchi","BNCLSS55C11F205H","Policlinico di Bari","Chirurgia Generale","CONSULTANCY","2026-03-08","Torino","Partecipazione tavola rotonda","Fattura IT-20260308-918",298
"HCP","Dr. Lorenzo Ferraro","FRRLRN81R14F205H","Ospedale San Martino (Genova)","Chirurgia Generale","DONAZIONI","2026-04-26","Palermo","Supporto liberale borse di studio","Fattura IT-20260426-919",8333
"HCP","Dr. Alessandro Santoro","SNTLSS51C17F205H","Policlinico Gemelli (Roma)","Chirurgia Generale","CONFERENCE_SUPPORT","2026-01-26","Roma","Copertura spese di ospitalità","Fattura IT-20260126-920",81
"HCP","Dr. Paola Greco","GRCPLP85R26F205H","Ospedale Niguarda (Milano)","Chirurgia Generale","DONAZIONI","2026-01-10","Milano","Supporto liberale borse di studio","Fattura IT-20260110-921",1557
"HCP","Dr. Marco Ferraro","FRRMRC59H26F205H","Ospedale Cardarelli (Napoli)","Cardiologia","CONFERENCE_SUPPORT","2026-01-11","Bari","Quota di iscrizione congresso","Fattura IT-20260111-922",740
"HCP","Dr. Valeria Esposito","SPSVLR83E27F205H","Policlinico di Bari","Neurologia","DONAZIONI","2026-03-26","Torino","Supporto liberale borse di studio","Fattura IT-20260326-923",1232
"HCP","Dr. Francesca Vinci","VNCFRN66E10F205H","Ospedale Sant'Orsola (Bologna)","Neurologia","PRESENTATION","2026-01-15","Napoli","Briefing scientifico aziendale","Fattura IT-20260115-924",713
"HCP","Dr. Matteo Gallo","GLLMTT79S11F205H","Policlinico Gemelli (Roma)","Medicina Interna","DONAZIONI","2026-01-16","Roma","Supporto liberale borse di studio","Fattura IT-20260116-925",636
"HCP","Dr. Francesco Vinci","VNCFRN64S21F205H","Policlinico di Bari","Anestesiologia","CONSULTANCY","2026-05-15","Torino","Partecipazione tavola rotonda","Fattura IT-20260515-926",435
"HCP","Dr. Mattia Costa","CSTMTT85H07F205H","Ospedale Niguarda (Milano)","Neurologia","CONVENZIONI","2026-01-22","Milano","Incarico di docenza per seminario","Fattura IT-20260122-927",375
"HCP","Dr. Leonardo Gallo","GLLLNR50P18F205H","Policlinico Gemelli (Roma)","Chirurgia Generale","DONAZIONI","2026-04-20","Roma","Erogazione per attrezzature di reparto","Fattura IT-20260420-928",1289
"INSTITUTION","Ospedale Careggi (Firenze)","PI210385061","","","CONVENZIONI","2026-03-15","Genova","Incarico di docenza per seminario","Fattura IT-20260315-929",1591
"INSTITUTION","Ospedale Niguarda (Milano)","PI953887565","","","CONSULTANCY","2026-02-03","Palermo","Consulenza tecnica di prodotto","Fattura IT-20260203-930",632
"INSTITUTION","Ospedale Careggi (Firenze)","PI189735702","","","CONSULTANCY","2026-03-16","Padova","Relazione scientifica convegno","Fattura IT-20260316-931",557
"HCP","Dr. Luca Santoro","SNTLCL72R25F205H","Ospedale Molinette (Torino)","Anestesiologia","PRESENTATION","2026-05-02","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260502-932",423
"HCP","Dr. Silvia Vinci","VNCSLV89M14F205H","Ospedale San Raffaele (Milano)","Cardiologia","PRESENTATION","2026-01-29","Firenze","Briefing scientifico aziendale","Fattura IT-20260129-933",789
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI426546947","","","CONVENZIONI","2026-02-10","Palermo","Contratto di advisory board","Fattura IT-20260210-934",185
"INSTITUTION","Policlinico Gemelli (Roma)","PI847866281","","","DONAZIONI","2026-04-21","Palermo","Donazione materiale didattico","Fattura IT-20260421-935",661
"HCP","Dr. Mattia De Luca","DLCMTT52S03F205H","Ospedale Sant'Orsola (Bologna)","Medicina Interna","CONSULTANCY","2026-01-15","Napoli","Partecipazione tavola rotonda","Fattura IT-20260115-936",169
"HCP","Dr. Giovanni Giordano","GRDGVN67P05F205H","Policlinico di Bari","Cardiologia","DONAZIONI","2026-04-29","Torino","Erogazione per attrezzature di reparto","Fattura IT-20260429-937",8585
"HCP","Dr. Alessandro Caruso","CRSLSS78E13F205H","Ospedale Cardarelli (Napoli)","Ginecologia","CONFERENCE_SUPPORT","2026-01-06","Bari","Copertura spese di ospitalità","Fattura IT-20260106-938",398
"HCP","Dr. Francesco Ricci","RCCFRN63H13F205H","Ospedale Civile di Padova","Ginecologia","CONFERENCE_SUPPORT","2026-04-25","Genova","Rimborso spese viaggio e alloggio","Fattura IT-20260425-939",405
"HCP","Dr. Mattia Pellegrini","PLLMTT50C26F205H","Ospedale Civile di Padova","Anestesiologia","DONAZIONI","2026-01-27","Genova","Erogazione per attrezzature di reparto","Fattura IT-20260127-940",2267
"HCP","Dr. Pietro Fontana","FNTPTR56S14F205H","Ospedale San Martino (Genova)","Radiologia","CONVENZIONI","2026-04-17","Palermo","Supporto alla ricerca clinica","Fattura IT-20260417-941",299
"HCP","Dr. Filippo Esposito","SPSFLP57C19F205H","Ospedale Cardarelli (Napoli)","Cardiologia","CONFERENCE_SUPPORT","2025-12-27","Bari","Copertura spese di ospitalità","Fattura IT-20251227-942",797
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI363086813","","","CONFERENCE_SUPPORT","2025-12-29","Bologna","Copertura spese di ospitalità","Fattura IT-20251229-943",333
"HCP","Dr. Emma Romano","RMNMMM82C22F205H","Ospedale Niguarda (Milano)","Oncologia","DONAZIONI","2026-03-28","Milano","Donazione apparecchio ecografico","Fattura IT-20260328-944",1417
"HCP","Dr. Chiara Pellegrini","PLLCHR73C07F205H","Ospedale San Raffaele (Milano)","Neurologia","DONAZIONI","2026-03-04","Firenze","Donazione apparecchio ecografico","Fattura IT-20260304-945",767
"HCP","Dr. Francesco Giordano","GRDFRN66M20F205H","Ospedale Cardarelli (Napoli)","Cardiologia","CONFERENCE_SUPPORT","2026-01-13","Bari","Quota di iscrizione congresso","Fattura IT-20260113-946",159
"HCP","Dr. Matteo Ricci","RCCMTT65L16F205H","Ospedale Molinette (Torino)","Anestesiologia","DONAZIONI","2026-01-28","Padova","Donazione apparecchio ecografico","Fattura IT-20260128-947",1418
"HCP","Dr. Giorgia Greco","GRCGRG50C16F205H","Policlinico di Bari","Cardiologia","DONAZIONI","2026-04-13","Torino","Donazione materiale didattico","Fattura IT-20260413-948",2037
"HCP","Dr. Pietro Rossi","RSSPTR89C21F205H","Ospedale Sant'Orsola (Bologna)","Anestesiologia","CONVENZIONI","2026-05-09","Napoli","Accordo di consulenza scientifica","Fattura IT-20260509-949",1513
"HCP","Dr. Alessandro Santoro","SNTLSS65R17F205H","Ospedale Niguarda (Milano)","Chirurgia Generale","CONSULTANCY","2026-03-30","Milano","Relazione scientifica convegno","Fattura IT-20260330-950",374
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI729293424","","","CONFERENCE_SUPPORT","2026-03-03","Genova","Copertura spese di ospitalità","Fattura IT-20260303-951",267
"HCP","Dr. Leonardo Mancini","MNCLNR63R04F205H","Ospedale Careggi (Firenze)","Ginecologia","CONSULTANCY","2026-03-27","Bologna","Relazione scientifica convegno","Fattura IT-20260327-952",477
"HCP","Dr. Sofia Bruno","BRNSFS53R22F205H","Ospedale Molinette (Torino)","Anestesiologia","CONVENZIONI","2026-02-03","Padova","Accordo di consulenza scientifica","Fattura IT-20260203-953",171
"INSTITUTION","Ospedale San Raffaele (Milano)","PI912578515","","","DONAZIONI","2026-04-01","Bologna","Supporto liberale borse di studio","Fattura IT-20260401-954",2260
"HCP","Dr. Alice Moretti","MRTLCL86E07F205H","Ospedale Sant'Orsola (Bologna)","Pediatria","CONVENZIONI","2026-02-24","Napoli","Incarico di docenza per seminario","Fattura IT-20260224-955",1496
"HCP","Dr. Luca Rinaldi","RNLLCL74H26F205H","Ospedale Molinette (Torino)","Medicina Interna","CONSULTANCY","2026-05-04","Padova","Partecipazione tavola rotonda","Fattura IT-20260504-956",263
"HCP","Dr. Alice Mariani","MRNLCL65B17F205H","Ospedale Niguarda (Milano)","Ginecologia","CONFERENCE_SUPPORT","2026-03-17","Milano","Copertura spese di ospitalità","Fattura IT-20260317-957",830
"HCP","Dr. Pietro Mariani","MRNPTR85D23F205H","Ospedale Careggi (Firenze)","Ginecologia","PRESENTATION","2026-04-03","Bologna","Presentazione di prodotto farmaceutico","Fattura IT-20260403-958",820
"HCP","Dr. Giorgia Rizzo","RZZGRG81C08F205H","Policlinico Gemelli (Roma)","Ginecologia","CONSULTANCY","2026-03-29","Roma","Relazione scientifica convegno","Fattura IT-20260329-959",329
"HCP","Dr. Francesca Ricci","RCCFRN84B13F205H","Ospedale Cardarelli (Napoli)","Anestesiologia","DONAZIONI","2026-03-13","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260313-960",2077
"HCP","Dr. Matteo Gatti","GTTMTT87E02F205H","Policlinico Gemelli (Roma)","Cardiologia","CONFERENCE_SUPPORT","2026-03-17","Roma","Rimborso spese viaggio e alloggio","Fattura IT-20260317-961",208
"HCP","Dr. Davide Moretti","MRTDVD60S10F205H","Policlinico di Bari","Cardiologia","CONVENZIONI","2026-02-08","Torino","Incarico di docenza per seminario","Fattura IT-20260208-962",1932
"HCP","Dr. Paola Gatti","GTTPLP60A10F205H","Ospedale Civile di Padova","Neurologia","PRESENTATION","2026-04-01","Genova","Briefing scientifico aziendale","Fattura IT-20260401-963",141
"HCP","Dr. Giovanni Gatti","GTTGVN69B12F205H","Ospedale San Martino (Genova)","Cardiologia","PRESENTATION","2026-04-14","Palermo","Briefing scientifico aziendale","Fattura IT-20260414-964",440
"HCP","Dr. Aurora Colombo","CLMRRR60B21F205H","Ospedale Careggi (Firenze)","Neurologia","CONVENZIONI","2026-01-01","Bologna","Incarico di docenza per seminario","Fattura IT-20260101-965",335
"HCP","Dr. Silvia Ferraro","FRRSLV53A17F205H","Ospedale Niguarda (Milano)","Radiologia","DONAZIONI","2026-02-17","Milano","Donazione apparecchio ecografico","Fattura IT-20260217-966",8888
"HCP","Dr. Greta Conti","CNTGRT76S07F205H","Ospedale San Raffaele (Milano)","Cardiologia","CONFERENCE_SUPPORT","2026-03-04","Firenze","Quota di iscrizione congresso","Fattura IT-20260304-967",450
"HCP","Dr. Luca Santoro","SNTLCL84H03F205H","Ospedale Niguarda (Milano)","Dermatologia","DONAZIONI","2026-03-06","Milano","Supporto liberale borse di studio","Fattura IT-20260306-968",2052
"HCP","Dr. Sofia Mancini","MNCSFS66P24F205H","Ospedale Sant'Orsola (Bologna)","Neurologia","PRESENTATION","2026-04-16","Napoli","Presentazione di prodotto farmaceutico","Fattura IT-20260416-969",178
"HCP","Dr. Francesco Caruso","CRSFRN53C07F205H","Ospedale Careggi (Firenze)","Neurologia","DONAZIONI","2026-02-15","Bologna","Donazione materiale didattico","Fattura IT-20260215-970",1114
"HCP","Dr. Alessandro Mancini","MNCLSS57T10F205H","Ospedale Cardarelli (Napoli)","Pediatria","CONVENZIONI","2026-03-28","Bari","Accordo di consulenza scientifica","Fattura IT-20260328-971",790
"HCP","Dr. Valeria Rinaldi","RNLVLR83H22F205H","Ospedale San Martino (Genova)","Cardiologia","DONAZIONI","2026-03-27","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260327-972",1892
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI323979541","","","CONVENZIONI","2026-04-11","Bari","Supporto alla ricerca clinica","Fattura IT-20260411-973",1516
"INSTITUTION","Ospedale San Raffaele (Milano)","PI669196466","","","DONAZIONI","2026-04-16","Bologna","Supporto liberale borse di studio","Fattura IT-20260416-974",7590
"INSTITUTION","Ospedale Molinette (Torino)","PI419016928","","","DONAZIONI","2026-05-01","Torino","Donazione apparecchio ecografico","Fattura IT-20260501-975",2011
"HCP","Dr. Antonio Bruno","BRNNTN77H12F205H","Ospedale San Raffaele (Milano)","Chirurgia Generale","CONSULTANCY","2026-03-13","Firenze","Consulenza tecnica di prodotto","Fattura IT-20260313-976",237
"HCP","Dr. Antonio Ricci","RCCNTN53L25F205H","Ospedale Niguarda (Milano)","Neurologia","PRESENTATION","2026-01-23","Milano","Briefing scientifico aziendale","Fattura IT-20260123-977",335
"HCP","Dr. Davide Giordano","GRDDVD60T27F205H","Ospedale Molinette (Torino)","Chirurgia Generale","CONVENZIONI","2026-03-12","Padova","Incarico di docenza per seminario","Fattura IT-20260312-978",1557
"HCP","Dr. Silvia Vinci","VNCSLV51H03F205H","Policlinico di Bari","Oncologia","CONVENZIONI","2026-02-22","Torino","Incarico di docenza per seminario","Fattura IT-20260222-979",1687
"HCP","Dr. Francesco Santoro","SNTFRN79A25F205H","Ospedale Molinette (Torino)","Ginecologia","PRESENTATION","2026-03-28","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260328-980",191
"HCP","Dr. Luca Mariani","MRNLCL82H18F205H","Ospedale San Martino (Genova)","Chirurgia Generale","CONSULTANCY","2026-02-24","Palermo","Consulenza tecnica di prodotto","Fattura IT-20260224-981",583
"HCP","Dr. Chiara Pellegrini","PLLCHR80B18F205H","Ospedale Civile di Padova","Neurologia","DONAZIONI","2026-01-30","Genova","Donazione materiale didattico","Fattura IT-20260130-982",9420
"HCP","Dr. Francesco Santoro","SNTFRN65T22F205H","Ospedale Niguarda (Milano)","Ginecologia","CONVENZIONI","2025-12-28","Milano","Supporto alla ricerca clinica","Fattura IT-20251228-983",1572
"HCP","Dr. Alice Fontana","FNTLCL71C15F205H","Ospedale San Martino (Genova)","Pediatria","DONAZIONI","2026-01-22","Palermo","Supporto liberale borse di studio","Fattura IT-20260122-984",1236
"HCP","Dr. Lorenzo Rizzo","RZZLRN72T17F205H","Ospedale Careggi (Firenze)","Neurologia","CONFERENCE_SUPPORT","2026-02-08","Bologna","Rimborso spese viaggio e alloggio","Fattura IT-20260208-985",195
"HCP","Dr. Riccardo Mancini","MNCRCC60C16F205H","Ospedale San Martino (Genova)","Pediatria","CONSULTANCY","2026-01-20","Palermo","Relazione scientifica convegno","Fattura IT-20260120-986",372
"HCP","Dr. Greta Marino","MRNGRT72M15F205H","Policlinico Gemelli (Roma)","Ginecologia","DONAZIONI","2026-05-05","Roma","Donazione materiale didattico","Fattura IT-20260505-987",1027
"INSTITUTION","Policlinico di Bari","PI412002479","","","CONSULTANCY","2025-12-28","Torino","Partecipazione tavola rotonda","Fattura IT-20251228-988",477
"HCP","Dr. Lorenzo Barbier","BRBLRN77P19F205H","Ospedale Niguarda (Milano)","Oncologia","CONVENZIONI","2026-01-22","Milano","Accordo di consulenza scientifica","Fattura IT-20260122-989",1820
"HCP","Dr. Leonardo Colombo","CLMLNR67M11F205H","Ospedale San Martino (Genova)","Dermatologia","CONSULTANCY","2026-05-19","Palermo","Partecipazione tavola rotonda","Fattura IT-20260519-990",617
"HCP","Dr. Alessandro Romano","RMNLSS87A06F205H","Ospedale Careggi (Firenze)","Anestesiologia","CONVENZIONI","2026-03-12","Bologna","Supporto alla ricerca clinica","Fattura IT-20260312-991",286
"HCP","Dr. Davide Fontana","FNTDVD66L26F205H","Ospedale Molinette (Torino)","Oncologia","CONVENZIONI","2026-03-16","Padova","Accordo di consulenza scientifica","Fattura IT-20260316-992",1477
"HCP","Dr. Alessandro Esposito","SPSLSS84T25F205H","Ospedale Cardarelli (Napoli)","Anestesiologia","CONSULTANCY","2026-02-11","Bari","Partecipazione tavola rotonda","Fattura IT-20260211-993",125
"HCP","Dr. Giovanni Barbier","BRBGVN80S23F205H","Ospedale San Martino (Genova)","Chirurgia Generale","DONAZIONI","2026-02-20","Palermo","Supporto liberale borse di studio","Fattura IT-20260220-994",981
"HCP","Dr. Matteo Colombo","CLMMTT72T23F205H","Ospedale San Martino (Genova)","Medicina Interna","CONSULTANCY","2026-03-25","Palermo","Consulenza tecnica di prodotto","Fattura IT-20260325-995",541
"HCP","Dr. Valeria Rinaldi","RNLVLR52H10F205H","Ospedale Molinette (Torino)","Dermatologia","CONSULTANCY","2026-02-24","Padova","Partecipazione tavola rotonda","Fattura IT-20260224-996",377
"HCP","Dr. Ludovica Colombo","CLMLDV78A02F205H","Policlinico Gemelli (Roma)","Ginecologia","DONAZIONI","2025-12-27","Roma","Donazione materiale didattico","Fattura IT-20251227-997",2290
"HCP","Dr. Alice Conti","CNTLCL74D09F205H","Policlinico Gemelli (Roma)","Pediatria","DONAZIONI","2026-02-27","Roma","Donazione materiale didattico","Fattura IT-20260227-998",517
"HCP","Dr. Valeria Moretti","MRTVLR70B15F205H","Ospedale Molinette (Torino)","Pediatria","CONVENZIONI","2026-03-15","Padova","Supporto alla ricerca clinica","Fattura IT-20260315-999",720
